Amount,MerchantID,TransactionType,Location,IsFraud,Date
275.6,935,purchase,San Diego,0,2025-04-14 01:00:00
1485.96,322,purchase,Chicago,0,2025-04-14 02:00:00
2256.48,806,purchase,Philadelphia,0,2025-04-14 03:00:00
870.56,681,purchase,Austin,0,2025-04-14 04:00:00
4690.34,103,purchase,Austin,0,2025-04-14 05:00:00
287.55,866,purchase,San Diego,0,2025-04-14 06:00:00
2192.77,883,refund,Dallas,0,2025-04-14 07:00:00
598.33,40,purchase,San Diego,0,2025-04-14 08:00:00
6120.37,235,purchase,Dallas,0,2025-04-14 09:00:00
8042.66,832,purchase,Houston,0,2025-04-14 10:00:00
509.46,89,purchase,Austin,0,2025-04-14 11:00:00
632.98,100,purchase,New York,0,2025-04-14 12:00:00
2590.45,144,purchase,San Antonio,0,2025-04-14 13:00:00
744.62,82,purchase,Austin,0,2025-04-14 14:00:00
1047.95,589,refund,Houston,0,2025-04-14 15:00:00
1124.83,571,purchase,New York,0,2025-04-14 16:00:00
160.83,229,purchase,Chicago,0,2025-04-14 17:00:00
1081.56,603,purchase,San Antonio,0,2025-04-14 18:00:00
550.19,866,refund,Chicago,0,2025-04-14 19:00:00
669.73,395,refund,New York,0,2025-04-14 20:00:00
4645.4,513,purchase,San Antonio,0,2025-04-14 21:00:00
312.15,781,purchase,San Diego,0,2025-04-14 22:00:00
2473.04,798,purchase,Phoenix,0,2025-04-14 23:00:00
829.68,197,purchase,Philadelphia,0,2025-04-15 00:00:00
829.02,274,purchase,Chicago,0,2025-04-15 01:00:00
2417.22,590,purchase,Phoenix,0,2025-04-15 02:00:00
1540.79,653,refund,Chicago,0,2025-04-15 03:00:00
1940.33,800,purchase,Los Angeles,0,2025-04-15 04:00:00
2887.61,583,purchase,San Antonio,0,2025-04-15 05:00:00
787.36,968,purchase,Austin,0,2025-04-15 06:00:00
594.53,562,purchase,San Antonio,0,2025-04-15 07:00:00
370.5,967,refund,San Diego,0,2025-04-15 08:00:00
480.39,372,purchase,New York,0,2025-04-15 09:00:00
20933.26,881,purchase,Los Angeles,0,2025-04-15 10:00:00
3807.32,80,purchase,Los Angeles,0,2025-04-15 11:00:00
283.99,235,purchase,Chicago,0,2025-04-15 12:00:00
292.23,287,purchase,San Antonio,0,2025-04-15 13:00:00
1775.55,819,purchase,San Antonio,0,2025-04-15 14:00:00
1895.55,667,purchase,San Antonio,0,2025-04-15 15:00:00
1898.62,572,purchase,New York,0,2025-04-15 16:00:00
849.84,545,purchase,Los Angeles,0,2025-04-15 17:00:00
967.34,437,purchase,San Diego,0,2025-04-15 18:00:00
1522.15,127,purchase,Dallas,0,2025-04-15 19:00:00
1194.99,733,purchase,Austin,0,2025-04-15 20:00:00
119.19,712,purchase,San Antonio,0,2025-04-15 21:00:00
871.49,417,purchase,New York,0,2025-04-15 22:00:00
468.06,638,refund,Houston,0,2025-04-15 23:00:00
1306.64,41,purchase,Austin,0,2025-04-16 00:00:00
21704.16,787,purchase,San Diego,0,2025-04-16 01:00:00
1583.64,469,purchase,Phoenix,0,2025-04-16 02:00:00
801.49,297,purchase,New York,0,2025-04-16 03:00:00
2756.73,597,purchase,San Antonio,0,2025-04-16 04:00:00
1777.01,601,refund,Philadelphia,0,2025-04-16 05:00:00
1669.19,42,purchase,Dallas,0,2025-04-16 06:00:00
2011.93,632,purchase,Houston,0,2025-04-16 07:00:00
8574.46,279,purchase,Houston,0,2025-04-16 08:00:00
353.93,459,refund,San Diego,0,2025-04-16 09:00:00
1760.99,33,purchase,Houston,0,2025-04-16 10:00:00
434.25,276,purchase,Chicago,0,2025-04-16 11:00:00
1911.25,665,purchase,San Antonio,0,2025-04-16 12:00:00
437.6,90,purchase,Phoenix,0,2025-04-16 13:00:00
722.44,616,purchase,Dallas,0,2025-04-16 14:00:00
816.4,948,purchase,Phoenix,0,2025-04-16 15:00:00
2909.73,524,purchase,Dallas,0,2025-04-16 16:00:00
2747.52,160,purchase,Philadelphia,0,2025-04-16 17:00:00
315.54,929,purchase,Philadelphia,0,2025-04-16 18:00:00
1158.56,458,purchase,Philadelphia,0,2025-04-16 19:00:00
539.38,708,purchase,San Antonio,0,2025-04-16 20:00:00
311.53,399,purchase,Houston,0,2025-04-16 21:00:00
882.7,819,purchase,Houston,0,2025-04-16 22:00:00
805.54,774,purchase,Dallas,0,2025-04-16 23:00:00
12415.69,91,purchase,San Antonio,0,2025-04-17 00:00:00
1690.8,709,refund,Austin,0,2025-04-17 01:00:00
276.55,581,refund,Philadelphia,0,2025-04-17 02:00:00
623.42,466,purchase,New York,0,2025-04-17 03:00:00
3045.39,220,purchase,San Antonio,0,2025-04-17 04:00:00
8852.39,419,purchase,Philadelphia,0,2025-04-17 05:00:00
224.53,379,refund,Houston,0,2025-04-17 06:00:00
167.35,726,purchase,San Diego,0,2025-04-17 07:00:00
7122.15,930,purchase,San Antonio,0,2025-04-17 08:00:00
1619.08,447,purchase,San Diego,0,2025-04-17 09:00:00
460.22,964,refund,Dallas,0,2025-04-17 10:00:00
1871.75,146,purchase,New York,0,2025-04-17 11:00:00
78.59,233,purchase,Chicago,0,2025-04-17 12:00:00
1100.34,371,purchase,Los Angeles,0,2025-04-17 13:00:00
1522.06,922,purchase,Chicago,0,2025-04-17 14:00:00
2763.55,234,purchase,Los Angeles,0,2025-04-17 15:00:00
397.86,726,refund,Philadelphia,0,2025-04-17 16:00:00
1194.74,367,refund,Dallas,0,2025-04-17 17:00:00
434.66,481,purchase,Los Angeles,0,2025-04-17 18:00:00
1415.71,573,purchase,Houston,0,2025-04-17 19:00:00
447.94,363,purchase,Phoenix,0,2025-04-17 20:00:00
729.16,590,purchase,Phoenix,0,2025-04-17 21:00:00
405.12,511,refund,New York,0,2025-04-17 22:00:00
2103.03,95,purchase,Philadelphia,0,2025-04-17 23:00:00
2587.51,842,purchase,Phoenix,0,2025-04-18 00:00:00
867.3,216,refund,Philadelphia,0,2025-04-18 01:00:00
1139.38,725,purchase,Houston,0,2025-04-18 02:00:00
257.6,816,purchase,Philadelphia,0,2025-04-18 03:00:00
812.67,712,refund,Dallas,0,2025-04-18 04:00:00
1042.94,864,purchase,New York,0,2025-04-18 05:00:00
15075.0,543,purchase,Philadelphia,0,2025-04-18 06:00:00
360.7,802,purchase,New York,1,2025-04-18 07:00:00
4741.82,855,purchase,San Antonio,0,2025-04-18 08:00:00
2971.61,985,purchase,Houston,0,2025-04-18 09:00:00
1451.91,135,purchase,Philadelphia,0,2025-04-18 10:00:00
6365.32,83,purchase,San Antonio,0,2025-04-18 11:00:00
1590.98,391,purchase,Phoenix,0,2025-04-18 12:00:00
1618.34,47,purchase,Dallas,0,2025-04-18 13:00:00
1039.9,392,purchase,San Diego,0,2025-04-18 14:00:00
3727.78,718,refund,Chicago,0,2025-04-18 15:00:00
3282.86,385,purchase,New York,0,2025-04-18 16:00:00
586.59,381,purchase,Austin,0,2025-04-18 17:00:00
293.17,77,purchase,San Diego,0,2025-04-18 18:00:00
895.18,259,purchase,Houston,0,2025-04-18 19:00:00
492.73,949,purchase,San Antonio,0,2025-04-18 20:00:00
1029.14,604,purchase,Houston,0,2025-04-18 21:00:00
3779.84,934,purchase,San Antonio,0,2025-04-18 22:00:00
694.16,947,purchase,New York,0,2025-04-18 23:00:00
1050.66,399,refund,New York,0,2025-04-19 00:00:00
1162.15,100,purchase,Los Angeles,0,2025-04-19 01:00:00
2561.71,501,refund,Phoenix,0,2025-04-19 02:00:00
115.94,383,purchase,Austin,0,2025-04-19 03:00:00
597.83,707,purchase,Philadelphia,0,2025-04-19 04:00:00
1354.63,192,purchase,Los Angeles,0,2025-04-19 05:00:00
3641.24,580,purchase,New York,0,2025-04-19 06:00:00
670.55,901,refund,Dallas,0,2025-04-19 07:00:00
167.91,754,purchase,San Antonio,0,2025-04-19 08:00:00
2037.97,602,purchase,San Diego,0,2025-04-19 09:00:00
580.93,345,purchase,Philadelphia,0,2025-04-19 10:00:00
333.73,10,purchase,Dallas,0,2025-04-19 11:00:00
587.37,264,purchase,San Diego,0,2025-04-19 12:00:00
911.85,268,purchase,Houston,0,2025-04-19 13:00:00
599.0,832,purchase,Phoenix,0,2025-04-19 14:00:00
120.84,630,purchase,Los Angeles,0,2025-04-19 15:00:00
2689.38,762,refund,New York,0,2025-04-19 16:00:00
3924.03,571,purchase,Philadelphia,0,2025-04-19 17:00:00
2103.85,195,purchase,Chicago,0,2025-04-19 18:00:00
351.54,987,purchase,Houston,0,2025-04-19 19:00:00
896.51,562,refund,New York,0,2025-04-19 20:00:00
1089.5,407,purchase,Philadelphia,0,2025-04-19 21:00:00
1995.79,296,purchase,San Diego,0,2025-04-19 22:00:00
2139.53,890,purchase,Austin,0,2025-04-19 23:00:00
526.28,97,purchase,Houston,0,2025-04-20 00:00:00
1190.34,462,purchase,Austin,0,2025-04-20 01:00:00
1732.43,639,purchase,San Diego,0,2025-04-20 02:00:00
4702.37,758,purchase,Austin,0,2025-04-20 03:00:00
2218.32,87,purchase,Chicago,0,2025-04-20 04:00:00
2414.04,991,purchase,San Antonio,0,2025-04-20 05:00:00
1192.52,77,purchase,Chicago,0,2025-04-20 06:00:00
4493.82,889,refund,Philadelphia,0,2025-04-20 07:00:00
1652.03,716,refund,Houston,0,2025-04-20 08:00:00
463.55,483,purchase,Philadelphia,0,2025-04-20 09:00:00
4462.08,146,purchase,San Antonio,0,2025-04-20 10:00:00
2203.72,661,purchase,San Diego,0,2025-04-20 11:00:00
704.13,111,purchase,Philadelphia,0,2025-04-20 12:00:00
678.92,641,purchase,Houston,0,2025-04-20 13:00:00
1475.24,765,refund,Dallas,0,2025-04-20 14:00:00
1742.69,678,purchase,San Antonio,0,2025-04-20 15:00:00
1335.81,297,purchase,Dallas,0,2025-04-20 16:00:00
1497.14,426,purchase,Chicago,0,2025-04-20 17:00:00
6002.66,649,purchase,Phoenix,0,2025-04-20 18:00:00
3202.04,791,purchase,New York,0,2025-04-20 19:00:00
1326.95,334,refund,San Diego,0,2025-04-20 20:00:00
2811.04,523,purchase,New York,0,2025-04-20 21:00:00
390.52,583,purchase,New York,0,2025-04-20 22:00:00
1632.6,671,purchase,San Antonio,0,2025-04-20 23:00:00
6696.27,728,purchase,San Diego,0,2025-04-21 00:00:00
881.79,538,purchase,Chicago,0,2025-04-21 01:00:00
469.83,798,purchase,Los Angeles,0,2025-04-21 02:00:00
571.3,162,purchase,San Antonio,0,2025-04-21 03:00:00
368.84,430,purchase,Austin,0,2025-04-21 04:00:00
500.32,614,purchase,Phoenix,0,2025-04-21 05:00:00
757.1,69,purchase,New York,0,2025-04-21 06:00:00
268.93,133,purchase,Los Angeles,0,2025-04-21 07:00:00
1113.9,189,purchase,Chicago,0,2025-04-21 08:00:00
2703.43,723,purchase,Philadelphia,0,2025-04-21 09:00:00
442.41,755,purchase,New York,0,2025-04-21 10:00:00
5010.46,678,purchase,San Diego,0,2025-04-21 11:00:00
1827.66,924,purchase,Los Angeles,0,2025-04-21 12:00:00
3073.53,922,purchase,Phoenix,0,2025-04-21 13:00:00
568.03,573,purchase,San Diego,0,2025-04-21 14:00:00
2577.37,874,refund,Phoenix,0,2025-04-21 15:00:00
367.99,279,refund,San Diego,0,2025-04-21 16:00:00
2671.1,430,refund,Philadelphia,0,2025-04-21 17:00:00
1302.24,625,purchase,San Antonio,0,2025-04-21 18:00:00
1906.93,542,purchase,San Diego,0,2025-04-21 19:00:00
338.46,835,purchase,Chicago,0,2025-04-21 20:00:00
448.06,988,purchase,Phoenix,0,2025-04-21 21:00:00
1992.67,161,purchase,Austin,0,2025-04-21 22:00:00
424.81,746,purchase,San Antonio,0,2025-04-21 23:00:00
1742.73,899,purchase,Dallas,0,2025-04-22 00:00:00
279.46,453,purchase,Philadelphia,0,2025-04-22 01:00:00
2561.05,889,purchase,Austin,0,2025-04-22 02:00:00
319.73,851,purchase,New York,0,2025-04-22 03:00:00
1905.12,170,purchase,San Diego,0,2025-04-22 04:00:00
2050.07,830,purchase,Philadelphia,0,2025-04-22 05:00:00
546.33,698,refund,New York,0,2025-04-22 06:00:00
1962.6,57,purchase,Houston,0,2025-04-22 07:00:00
1422.89,240,purchase,Philadelphia,0,2025-04-22 08:00:00
639.8,769,refund,Austin,0,2025-04-22 09:00:00
399.99,358,purchase,New York,0,2025-04-22 10:00:00
154.06,201,purchase,Austin,0,2025-04-22 11:00:00
1555.65,444,purchase,Phoenix,0,2025-04-22 12:00:00
229.34,837,purchase,Chicago,0,2025-04-22 13:00:00
1206.34,827,purchase,San Antonio,0,2025-04-22 14:00:00
842.65,302,purchase,San Diego,0,2025-04-22 15:00:00
2162.77,106,purchase,Chicago,0,2025-04-22 16:00:00
810.75,802,purchase,Austin,0,2025-04-22 17:00:00
788.83,101,purchase,Chicago,0,2025-04-22 18:00:00
2279.86,97,purchase,Chicago,0,2025-04-22 19:00:00
1533.12,665,purchase,Philadelphia,0,2025-04-22 20:00:00
1504.41,938,purchase,Philadelphia,0,2025-04-22 21:00:00
1753.32,29,purchase,Chicago,0,2025-04-22 22:00:00
236.14,506,purchase,Philadelphia,0,2025-04-22 23:00:00
2337.39,665,refund,Dallas,1,2025-04-23 00:00:00
2023.27,438,purchase,San Diego,0,2025-04-23 01:00:00
396.75,379,purchase,San Antonio,0,2025-04-23 02:00:00
859.13,73,purchase,San Antonio,0,2025-04-23 03:00:00
1054.36,254,purchase,San Diego,0,2025-04-23 04:00:00
958.63,963,purchase,San Antonio,0,2025-04-23 05:00:00
1531.28,911,purchase,Chicago,0,2025-04-23 06:00:00
4588.77,516,purchase,San Diego,0,2025-04-23 07:00:00
3234.94,749,refund,San Diego,0,2025-04-23 08:00:00
295.24,550,purchase,New York,0,2025-04-23 09:00:00
2042.79,20,purchase,Austin,0,2025-04-23 10:00:00
4142.0,625,purchase,Phoenix,0,2025-04-23 11:00:00
1614.55,535,purchase,Phoenix,0,2025-04-23 12:00:00
3264.89,421,refund,New York,0,2025-04-23 13:00:00
8203.12,446,purchase,Philadelphia,0,2025-04-23 14:00:00
3052.48,879,purchase,Philadelphia,0,2025-04-23 15:00:00
1407.13,136,purchase,Houston,0,2025-04-23 16:00:00
3118.44,505,purchase,Philadelphia,0,2025-04-23 17:00:00
1267.61,933,purchase,Philadelphia,0,2025-04-23 18:00:00
1123.16,760,purchase,New York,0,2025-04-23 19:00:00
771.69,301,purchase,Phoenix,0,2025-04-23 20:00:00
5236.52,609,purchase,Los Angeles,0,2025-04-23 21:00:00
483.75,33,purchase,San Antonio,0,2025-04-23 22:00:00
5076.45,647,purchase,Dallas,0,2025-04-23 23:00:00
1807.8,767,purchase,Dallas,0,2025-04-24 00:00:00
270.61,278,purchase,Dallas,0,2025-04-24 01:00:00
1583.91,133,purchase,San Antonio,0,2025-04-24 02:00:00
134.29,750,purchase,San Antonio,0,2025-04-24 03:00:00
2049.82,527,purchase,New York,0,2025-04-24 04:00:00
2657.74,789,purchase,Philadelphia,0,2025-04-24 05:00:00
606.46,126,refund,Phoenix,0,2025-04-24 06:00:00
1240.84,345,purchase,San Diego,0,2025-04-24 07:00:00
7740.0,17,purchase,San Diego,0,2025-04-24 08:00:00
661.33,824,purchase,Houston,0,2025-04-24 09:00:00
380.35,562,purchase,New York,0,2025-04-24 10:00:00
4825.47,647,refund,Philadelphia,0,2025-04-24 11:00:00
7805.53,630,refund,Austin,0,2025-04-24 12:00:00
1100.69,378,purchase,New York,0,2025-04-24 13:00:00
3015.33,818,purchase,Phoenix,0,2025-04-24 14:00:00
4194.28,60,purchase,Phoenix,0,2025-04-24 15:00:00
521.92,637,purchase,Chicago,0,2025-04-24 16:00:00
674.99,467,purchase,Phoenix,0,2025-04-24 17:00:00
3755.12,628,purchase,Philadelphia,0,2025-04-24 18:00:00
5913.62,391,purchase,Phoenix,0,2025-04-24 19:00:00
1925.38,936,refund,New York,0,2025-04-24 20:00:00
454.95,685,refund,San Antonio,0,2025-04-24 21:00:00
7998.91,187,refund,Chicago,0,2025-04-24 22:00:00
644.86,498,purchase,San Antonio,0,2025-04-24 23:00:00
784.36,600,purchase,Phoenix,0,2025-04-25 00:00:00
1544.32,715,purchase,Chicago,0,2025-04-25 01:00:00
5188.3,361,purchase,Philadelphia,0,2025-04-25 02:00:00
2575.96,823,purchase,New York,0,2025-04-25 03:00:00
1660.49,832,purchase,Philadelphia,0,2025-04-25 04:00:00
1742.87,449,purchase,Houston,0,2025-04-25 05:00:00
1145.41,694,purchase,Houston,0,2025-04-25 06:00:00
1916.28,864,purchase,Phoenix,0,2025-04-25 07:00:00
87.4,680,purchase,Dallas,0,2025-04-25 08:00:00
815.17,181,purchase,New York,0,2025-04-25 09:00:00
1395.94,812,purchase,Chicago,0,2025-04-25 10:00:00
346.88,959,purchase,Houston,0,2025-04-25 11:00:00
1613.76,130,refund,Los Angeles,0,2025-04-25 12:00:00
893.84,975,purchase,Dallas,0,2025-04-25 13:00:00
6345.34,149,purchase,San Antonio,0,2025-04-25 14:00:00
5287.07,472,purchase,New York,0,2025-04-25 15:00:00
688.28,818,purchase,Dallas,0,2025-04-25 16:00:00
943.09,721,purchase,Philadelphia,0,2025-04-25 17:00:00
1018.47,623,refund,Los Angeles,0,2025-04-25 18:00:00
698.08,948,refund,New York,0,2025-04-25 19:00:00
1332.78,500,purchase,Philadelphia,0,2025-04-25 20:00:00
513.74,649,purchase,San Antonio,0,2025-04-25 21:00:00
354.03,355,purchase,Austin,0,2025-04-25 22:00:00
2044.1,916,purchase,Philadelphia,0,2025-04-25 23:00:00
2058.08,211,purchase,San Antonio,0,2025-04-26 00:00:00
490.63,658,purchase,Philadelphia,0,2025-04-26 01:00:00
2684.78,596,purchase,San Diego,0,2025-04-26 02:00:00
583.14,30,purchase,Los Angeles,0,2025-04-26 03:00:00
1412.57,1000,purchase,Dallas,0,2025-04-26 04:00:00
2490.76,577,purchase,Dallas,0,2025-04-26 05:00:00
1060.39,24,purchase,Dallas,0,2025-04-26 06:00:00
1728.04,984,purchase,San Antonio,0,2025-04-26 07:00:00
654.3,943,purchase,Dallas,0,2025-04-26 08:00:00
901.03,723,purchase,New York,0,2025-04-26 09:00:00
892.6,222,purchase,Chicago,0,2025-04-26 10:00:00
519.79,602,purchase,Los Angeles,0,2025-04-26 11:00:00
918.94,618,purchase,New York,0,2025-04-26 12:00:00
233.08,684,purchase,Phoenix,0,2025-04-26 13:00:00
671.05,742,purchase,New York,0,2025-04-26 14:00:00
824.79,925,purchase,Chicago,0,2025-04-26 15:00:00
848.8,589,purchase,Philadelphia,0,2025-04-26 16:00:00
861.35,580,purchase,Philadelphia,0,2025-04-26 17:00:00
1030.95,877,purchase,Chicago,0,2025-04-26 18:00:00
1771.25,401,purchase,Houston,0,2025-04-26 19:00:00
2629.42,865,refund,San Antonio,0,2025-04-26 20:00:00
572.63,901,purchase,Philadelphia,0,2025-04-26 21:00:00
329.24,604,purchase,Los Angeles,0,2025-04-26 22:00:00
386.82,512,purchase,Dallas,0,2025-04-26 23:00:00
673.71,88,purchase,Philadelphia,0,2025-04-27 00:00:00
771.3,465,purchase,Los Angeles,0,2025-04-27 01:00:00
507.76,50,purchase,San Antonio,0,2025-04-27 02:00:00
300.03,103,purchase,Austin,0,2025-04-27 03:00:00
694.98,368,purchase,Austin,0,2025-04-27 04:00:00
1314.78,936,purchase,Houston,0,2025-04-27 05:00:00
1988.29,492,purchase,New York,0,2025-04-27 06:00:00
628.02,558,refund,Austin,0,2025-04-27 07:00:00
725.6,691,purchase,Dallas,0,2025-04-27 08:00:00
434.11,779,purchase,Austin,0,2025-04-27 09:00:00
1062.69,268,refund,San Diego,0,2025-04-27 10:00:00
469.45,397,purchase,Phoenix,0,2025-04-27 11:00:00
1945.22,320,purchase,Chicago,0,2025-04-27 12:00:00
183.85,520,refund,Houston,0,2025-04-27 13:00:00
765.38,449,purchase,Chicago,0,2025-04-27 14:00:00
1481.94,777,purchase,Austin,0,2025-04-27 15:00:00
1317.95,476,purchase,San Diego,0,2025-04-27 16:00:00
16204.33,898,purchase,Phoenix,0,2025-04-27 17:00:00
1555.89,590,purchase,San Diego,0,2025-04-27 18:00:00
401.8,909,purchase,New York,0,2025-04-27 19:00:00
996.79,240,refund,Dallas,0,2025-04-27 20:00:00
185.63,258,refund,Austin,1,2025-04-27 21:00:00
1011.71,708,refund,Chicago,0,2025-04-27 22:00:00
476.73,972,purchase,New York,0,2025-04-27 23:00:00
2739.12,944,refund,Chicago,0,2025-04-28 00:00:00
632.99,842,purchase,Los Angeles,0,2025-04-28 01:00:00
975.78,643,purchase,San Antonio,0,2025-04-28 02:00:00
580.82,964,purchase,Austin,0,2025-04-28 03:00:00
6240.72,390,purchase,Houston,0,2025-04-28 04:00:00
795.33,343,purchase,San Antonio,0,2025-04-28 05:00:00
6853.79,773,purchase,Chicago,0,2025-04-28 06:00:00
2475.39,754,purchase,Philadelphia,0,2025-04-28 07:00:00
1775.91,387,purchase,San Antonio,0,2025-04-28 08:00:00
1585.62,394,purchase,San Antonio,0,2025-04-28 09:00:00
1625.87,683,refund,Phoenix,0,2025-04-28 10:00:00
159.55,659,purchase,Philadelphia,0,2025-04-28 11:00:00
829.74,270,purchase,Chicago,0,2025-04-28 12:00:00
2553.34,149,purchase,Houston,0,2025-04-28 13:00:00
1044.3,380,purchase,Philadelphia,0,2025-04-28 14:00:00
269.03,811,refund,Chicago,0,2025-04-28 15:00:00
1040.64,28,purchase,San Antonio,0,2025-04-28 16:00:00
6027.61,149,purchase,Chicago,0,2025-04-28 17:00:00
3815.75,420,purchase,Dallas,0,2025-04-28 18:00:00
1030.7,280,refund,Houston,0,2025-04-28 19:00:00
2839.69,182,purchase,Los Angeles,0,2025-04-28 20:00:00
760.13,166,purchase,Philadelphia,0,2025-04-28 21:00:00
199.56,17,purchase,Dallas,0,2025-04-28 22:00:00
435.08,150,purchase,Austin,0,2025-04-28 23:00:00
5233.78,339,refund,Austin,0,2025-04-29 00:00:00
833.81,45,refund,Los Angeles,0,2025-04-29 01:00:00
859.73,502,refund,Houston,0,2025-04-29 02:00:00
812.54,842,refund,Phoenix,0,2025-04-29 03:00:00
7362.37,189,purchase,Dallas,0,2025-04-29 04:00:00
5574.51,651,purchase,San Antonio,0,2025-04-29 05:00:00
10084.76,61,purchase,Phoenix,0,2025-04-29 06:00:00
935.38,294,purchase,Philadelphia,0,2025-04-29 07:00:00
1473.84,834,purchase,Dallas,0,2025-04-29 08:00:00
240.65,33,purchase,Houston,0,2025-04-29 09:00:00
4802.7,299,refund,Los Angeles,0,2025-04-29 10:00:00
341.12,415,purchase,Phoenix,0,2025-04-29 11:00:00
1362.09,624,refund,San Antonio,0,2025-04-29 12:00:00
366.02,803,purchase,Houston,0,2025-04-29 13:00:00
608.58,549,purchase,New York,0,2025-04-29 14:00:00
474.73,431,purchase,San Diego,0,2025-04-29 15:00:00
597.12,495,purchase,Phoenix,0,2025-04-29 16:00:00
639.62,100,purchase,Austin,0,2025-04-29 17:00:00
633.8,23,purchase,Los Angeles,0,2025-04-29 18:00:00
2523.33,420,purchase,Chicago,0,2025-04-29 19:00:00
363.27,424,purchase,Austin,0,2025-04-29 20:00:00
1367.23,487,purchase,Austin,0,2025-04-29 21:00:00
3706.93,730,purchase,Phoenix,0,2025-04-29 22:00:00
656.42,89,purchase,Houston,0,2025-04-29 23:00:00
534.9,209,purchase,Dallas,0,2025-04-30 00:00:00
870.85,271,purchase,Dallas,0,2025-04-30 01:00:00
3567.87,933,purchase,San Diego,0,2025-04-30 02:00:00
1331.56,749,purchase,Los Angeles,0,2025-04-30 03:00:00
644.7,900,purchase,Phoenix,0,2025-04-30 04:00:00
1779.12,406,purchase,San Diego,0,2025-04-30 05:00:00
364.2,721,purchase,San Diego,0,2025-04-30 06:00:00
2167.56,278,purchase,San Antonio,0,2025-04-30 07:00:00
1650.13,977,purchase,Houston,0,2025-04-30 08:00:00
806.09,206,purchase,Chicago,0,2025-04-30 09:00:00
474.1,590,purchase,San Diego,0,2025-04-30 10:00:00
451.84,913,purchase,San Diego,0,2025-04-30 11:00:00
1872.1,328,purchase,Austin,0,2025-04-30 12:00:00
3748.01,610,purchase,Phoenix,0,2025-04-30 13:00:00
579.81,858,refund,Chicago,0,2025-04-30 14:00:00
1734.35,877,purchase,Phoenix,0,2025-04-30 15:00:00
136.04,862,refund,Houston,0,2025-04-30 16:00:00
611.17,982,purchase,San Diego,0,2025-04-30 17:00:00
1063.1,336,purchase,Los Angeles,0,2025-04-30 18:00:00
441.56,606,purchase,San Diego,0,2025-04-30 19:00:00
429.87,592,purchase,Austin,0,2025-04-30 20:00:00
562.4,38,purchase,Philadelphia,0,2025-04-30 21:00:00
1468.79,920,purchase,Houston,0,2025-04-30 22:00:00
909.3,228,purchase,Chicago,0,2025-04-30 23:00:00
116.95,483,purchase,Austin,0,2025-05-01 00:00:00
131.54,134,purchase,Phoenix,0,2025-05-01 01:00:00
597.73,708,purchase,Philadelphia,0,2025-05-01 02:00:00
1733.13,978,purchase,New York,0,2025-05-01 03:00:00
70.28,390,purchase,New York,0,2025-05-01 04:00:00
665.32,794,purchase,Austin,0,2025-05-01 05:00:00
647.91,613,purchase,Chicago,0,2025-05-01 06:00:00
4395.51,987,purchase,Los Angeles,0,2025-05-01 07:00:00
746.19,425,purchase,New York,0,2025-05-01 08:00:00
1608.39,587,purchase,San Diego,0,2025-05-01 09:00:00
1263.02,806,purchase,New York,0,2025-05-01 10:00:00
130.25,510,purchase,Austin,0,2025-05-01 11:00:00
2364.23,720,purchase,San Diego,0,2025-05-01 12:00:00
1360.21,595,purchase,Phoenix,0,2025-05-01 13:00:00
1823.05,427,purchase,Houston,0,2025-05-01 14:00:00
50000.0,949,purchase,San Diego,0,2025-05-01 15:00:00
136.44,655,purchase,San Diego,0,2025-05-01 16:00:00
6153.01,474,refund,San Diego,0,2025-05-01 17:00:00
822.67,568,purchase,Chicago,0,2025-05-01 18:00:00
1461.66,361,refund,San Diego,0,2025-05-01 19:00:00
1047.84,952,purchase,New York,0,2025-05-01 20:00:00
717.49,799,purchase,Houston,0,2025-05-01 21:00:00
620.28,211,purchase,Phoenix,0,2025-05-01 22:00:00
1524.63,953,purchase,Philadelphia,0,2025-05-01 23:00:00
240.53,179,refund,Phoenix,0,2025-05-02 00:00:00
2322.92,920,purchase,Phoenix,0,2025-05-02 01:00:00
723.29,58,refund,Phoenix,0,2025-05-02 02:00:00
354.22,73,purchase,Dallas,0,2025-05-02 03:00:00
699.24,215,purchase,Austin,0,2025-05-02 04:00:00
3855.09,900,refund,Austin,0,2025-05-02 05:00:00
642.05,778,purchase,Chicago,0,2025-05-02 06:00:00
1569.41,959,refund,Los Angeles,0,2025-05-02 07:00:00
527.97,73,purchase,Austin,0,2025-05-02 08:00:00
2340.04,467,purchase,Los Angeles,0,2025-05-02 09:00:00
2176.57,271,purchase,San Diego,0,2025-05-02 10:00:00
6964.69,499,refund,Phoenix,0,2025-05-02 11:00:00
920.06,354,purchase,Phoenix,0,2025-05-02 12:00:00
2140.2,234,purchase,Philadelphia,0,2025-05-02 13:00:00
1209.63,319,purchase,Dallas,0,2025-05-02 14:00:00
4007.3,19,purchase,San Antonio,0,2025-05-02 15:00:00
534.41,625,purchase,Phoenix,0,2025-05-02 16:00:00
2310.01,575,purchase,Phoenix,0,2025-05-02 17:00:00
902.62,372,purchase,Austin,0,2025-05-02 18:00:00
1028.45,184,purchase,Dallas,0,2025-05-02 19:00:00
1202.01,277,purchase,Dallas,1,2025-05-02 20:00:00
1411.26,674,purchase,Los Angeles,0,2025-05-02 21:00:00
976.3,755,purchase,San Antonio,0,2025-05-02 22:00:00
1359.28,145,purchase,Austin,0,2025-05-02 23:00:00
5314.1,658,refund,New York,0,2025-05-03 00:00:00
